loan_amount,sanction_amount,net_disbursement,processing_fee,gst,income,bank_balance_at_application,employment_status,marital_status,zipcode,residence_type,age,loan_purpose,installment_start_dt,disbursal_date,principal_outstanding,default,diff,pct,valid_loan,valid_gst,valid_net_disbursement,valid_principal_outstanding,valid_bank_balance
235154,249571,138554,1790.66,748.08,29787,6824,Salaried,Divorced,94635,Owned,52,Car,2036-08-15,2036-07-15,71771,0,-0.97,0.83,True,True,True,False,False
97207,207647,427232,2116.29,684.68,83255,70711,Self-employed,Single,73129,Parental,47,Car,2036-08-16,2036-07-16,231289,0,-1.1,0.71,True,True,True,False,True
144424,196221,188145,2091.65,748.37,76819,37622,Salaried,Single,67873,Rented,37,Education,2036-08-17,2036-07-17,268591,1,0.58,0.82,False,True,True,False,False
141357,386770,308546,2063.74,396.59,64711,75784,Salaried,Single,12197,Parental,57,Business,2036-08-18,2036-07-18,345371,1,1.48,0.89,True,False,False,False,True
488664,450381,240132,4692.29,354.25,47842,39087,Unemployed,Single,97747,Owned,55,Business,2036-08-19,2036-07-19,153177,0,1.0,0.43,True,True,False,True,True
487500,317636,243116,1618.44,427.5,82570,67358,Unemployed,Married,73939,Owned,61,Car,2036-08-20,2036-07-20,172931,0,-1.71,0.58,True,False,True,False,False
387284,406775,235535,1851.37,686.58,129010,54251,Self-employed,Married,38036,Owned,55,Education,2036-08-21,2036-07-21,203440,0,-0.42,0.93,True,True,False,True,True
249903,384266,418387,2618.53,445.0,72899,15697,Salaried,Single,22715,Owned,38,Car,2036-08-22,2036-07-22,288257,0,0.55,0.2,True,False,False,True,True
465999,468167,410679,979.21,755.81,83037,47866,Self-employed,Married,72439,Owned,39,Home,2036-08-23,2036-07-23,104994,0,1.66,0.01,True,False,True,False,True
173273,410546,100371,1056.21,762.15,61307,11287,Unemployed,Single,48413,Owned,34,Business,2036-08-24,2036-07-24,331791,0,-0.39,0.68,False,False,False,False,False
216205,52586,435710,3789.27,564.84,79550,53302,Unemployed,Single,71682,Owned,29,Car,2036-08-25,2036-07-25,203977,0,-0.36,0.06,True,False,True,True,False
349382,322349,320698,4749.57,223.05,14501,73105,Self-employed,Divorced,24386,Owned,63,Car,2036-08-26,2036-07-26,21547,0,0.52,0.31,True,False,True,True,False
313459,197458,178116,2735.12,383.32,69554,95789,Self-employed,Divorced,53409,Rented,49,Home,2036-08-27,2036-07-27,74865,0,-0.17,0.04,True,False,True,False,False
89521,145542,175310,2644.03,790.12,79065,93774,Unemployed,Single,49946,Rented,36,Business,2036-08-28,2036-07-28,395699,0,-1.12,0.21,True,True,True,False,False
457234,336900,317726,4332.54,563.36,62217,2410,Salaried,Divorced,44493,Parental,53,Home,2036-08-29,2036-07-29,27145,0,0.8,0.08,False,False,False,True,False
367697,191378,288266,812.92,805.36,89821,52539,Self-employed,Divorced,75287,Owned,41,Education,2036-08-30,2036-07-30,69295,1,-0.64,0.28,True,False,True,False,True
225218,359424,425394,4128.02,756.71,92205,94452,Salaried,Divorced,32752,Owned,26,Car,2036-08-31,2036-07-31,186886,0,0.63,0.79,True,True,False,True,True
249806,394470,114887,3120.37,796.91,85166,31012,Unemployed,Divorced,68263,Rented,51,Business,2036-09-01,2036-08-01,58648,0,0.48,0.08,False,True,True,False,False
454974,322408,440414,757.9,804.93,125343,76856,Self-employed,Single,18583,Owned,38,Car,2036-09-02,2036-08-02,50545,0,-1.31,0.07,False,True,False,False,True
264404,310478,206628,2026.89,685.07,142396,72522,Salaried,Single,42139,Parental,60,Education,2036-09-03,2036-08-03,384374,0,0.18,0.13,False,True,True,False,True
284236,474544,257882,1612.19,629.34,68725,77207,Salaried,Single,18921,Owned,52,Home,2036-09-04,2036-08-04,364933,0,-0.07,0.17,False,True,True,True,True
455126,61258,282205,2236.42,593.15,130133,94962,Self-employed,Married,81573,Owned,28,Car,2036-09-05,2036-08-05,324157,0,1.79,0.58,True,True,True,True,False
113114,238675,277293,1981.45,588.74,81401,2982,Self-employed,Married,71657,Parental,23,Home,2036-09-06,2036-08-06,295454,1,0.07,0.82,True,False,False,True,False
53273,117743,138543,3351.17,300.71,138506,21903,Unemployed,Divorced,19034,Owned,28,Car,2036-09-07,2036-08-07,279230,0,0.11,0.74,True,False,True,True,True
301326,428583,114517,2378.76,259.99,72072,80676,Salaried,Divorced,31673,Parental,57,Car,2036-09-08,2036-08-08,90162,0,-1.66,0.17,False,True,False,True,True
135126,200374,415281,2908.53,648.61,91318,78601,Self-employed,Single,94389,Rented,60,Car,2036-09-09,2036-08-09,347946,0,-0.42,0.63,True,True,False,True,False
186651,83684,413867,1317.66,865.37,17682,67251,Salaried,Divorced,30791,Parental,49,Business,2036-09-10,2036-08-10,164041,0,-1.37,0.51,True,False,True,True,False
305566,454520,270825,546.49,703.01,141415,27009,Unemployed,Divorced,97759,Owned,53,Car,2036-09-11,2036-08-11,376477,0,1.49,0.87,False,True,True,False,False
179724,464848,90124,2295.94,557.85,32231,15129,Salaried,Divorced,69380,Parental,53,Car,2036-09-12,2036-08-12,270974,0,-0.01,0.21,False,True,True,False,True
118374,346658,431019,827.51,630.44,97147,22214,Unemployed,Single,55807,Parental,32,Home,2036-09-13,2036-08-13,368670,1,1.52,0.69,False,True,False,False,True
217151,245375,202371,1253.16,118.41,141542,7363,Self-employed,Divorced,44442,Owned,42,Education,2036-09-14,2036-08-14,361341,0,-0.39,0.95,True,False,True,True,False
235483,452497,160086,2692.37,362.74,131877,89895,Salaried,Divorced,20823,Rented,42,Car,2036-09-15,2036-08-15,267850,0,-1.09,0.65,True,True,False,False,False
63767,487193,240166,3309.64,709.57,41668,20113,Unemployed,Married,97656,Rented,41,Home,2036-09-16,2036-08-16,143750,0,-1.03,0.54,False,True,True,False,True
172492,83066,477435,2681.57,534.39,80866,20149,Unemployed,Divorced,45239,Parental,59,Home,2036-09-17,2036-08-17,185177,0,-0.29,0.64,False,False,False,True,False
186295,103070,384973,3256.67,650.92,42757,78963,Unemployed,Divorced,88420,Parental,21,Home,2036-09-18,2036-08-18,359173,0,-0.76,0.33,False,False,False,True,False
114293,236471,340628,1289.11,660.98,21510,81060,Salaried,Married,35573,Rented,50,Business,2036-09-19,2036-08-19,234378,0,-0.28,0.89,False,False,True,False,False
385086,380052,335275,1665.86,405.27,14766,69305,Salaried,Married,54347,Rented,58,Education,2036-09-20,2036-08-20,378010,0,0.38,0.89,True,True,False,True,True
111814,496295,102483,2029.95,675.93,127141,79481,Unemployed,Single,86656,Parental,21,Business,2036-09-21,2036-08-21,162044,1,0.82,0.99,False,True,False,False,True
161772,301547,163140,2479.32,301.66,135964,16450,Salaried,Divorced,67130,Owned,21,Education,2036-09-22,2036-08-22,2882,0,-0.25,0.5,True,False,True,False,False
143225,473079,328526,2032.74,883.33,141268,4224,Unemployed,Single,37795,Parental,36,Car,2036-09-23,2036-08-23,115731,0,0.45,0.54,True,True,False,False,True
442854,493500,286407,1986.03,593.66,95525,13121,Salaried,Divorced,93585,Owned,31,Education,2036-09-24,2036-08-24,139389,0,-1.32,0.82,True,True,True,False,True
406659,292296,455170,4726.92,736.61,41741,34337,Self-employed,Divorced,48826,Rented,40,Car,2036-09-25,2036-08-25,327390,0,0.18,0.38,False,False,False,False,True
173034,166045,121324,1314.06,359.31,54697,48408,Self-employed,Single,55570,Rented,27,Education,2036-09-26,2036-08-26,157866,0,-0.9,0.24,False,False,False,False,False
123082,487744,159706,3823.38,183.39,125213,81222,Unemployed,Married,29281,Owned,34,Car,2036-09-27,2036-08-27,225658,0,0.78,0.56,False,True,False,True,True
432632,453497,79989,2325.19,95.4,119070,54484,Salaried,Single,38339,Rented,23,Car,2036-09-28,2036-08-28,385351,0,1.13,0.88,True,True,True,True,True
192179,340968,43289,4781.65,741.69,23826,80314,Salaried,Divorced,90963,Owned,33,Car,2036-09-29,2036-08-29,134787,0,-0.19,0.27,False,True,False,True,False
434456,150536,458447,1222.14,386.65,92945,34015,Unemployed,Divorced,40371,Rented,23,Business,2036-09-30,2036-08-30,24060,0,0.78,0.96,True,True,True,False,False
363463,432159,49293,1777.04,706.58,101752,47666,Unemployed,Divorced,53212,Parental,54,Car,2036-10-01,2036-08-31,339459,0,-0.27,0.96,False,True,False,False,True
454858,463555,71850,1591.36,664.4,51348,18338,Salaried,Single,21527,Rented,53,Education,2036-10-02,2036-09-01,324271,0,-1.31,0.33,False,True,False,False,False
117467,248800,318649,2602.27,269.24,75439,63575,Self-employed,Single,51968,Rented,47,Education,2036-10-03,2036-09-02,269849,0,-0.8,0.38,True,False,True,False,False
272642,307275,124380,3384.13,791.95,145520,58685,Unemployed,Single,34150,Rented,46,Car,2036-10-04,2036-09-03,43232,0,0.52,0.9,True,False,True,False,True
295743,339622,220334,2003.66,156.57,23970,98245,Salaried,Divorced,33666,Owned,29,Business,2036-10-05,2036-09-04,121602,0,-0.55,0.04,False,False,False,False,True
327906,171404,161016,4789.76,688.61,94290,77573,Self-employed,Single,51223,Parental,22,Education,2036-10-06,2036-09-05,111138,0,-0.43,0.67,False,False,False,False,False
51118,176840,423742,4889.63,886.31,35646,53767,Salaried,Single,36936,Owned,50,Car,2036-10-07,2036-09-06,101662,0,1.56,0.52,False,False,True,True,True
292956,399051,117556,3374.33,100.03,85432,5145,Self-employed,Single,96205,Owned,64,Home,2036-10-08,2036-09-07,158796,0,0.6,0.28,True,False,True,False,False
371100,357843,328050,2458.26,631.5,143589,81189,Salaried,Single,45508,Owned,48,Business,2036-10-09,2036-09-08,84065,0,1.06,0.6,True,False,True,False,False
248733,412087,325316,4500.83,109.14,79671,83273,Salaried,Divorced,37341,Owned,22,Car,2036-10-10,2036-09-09,292430,1,-0.11,0.8,False,True,False,False,True
280270,315677,66733,4002.57,680.77,26399,6347,Unemployed,Divorced,77757,Owned,23,Car,2036-10-11,2036-09-10,61129,0,2.03,0.32,False,True,True,True,True
329246,148710,108269,3818.0,97.46,53539,6601,Unemployed,Divorced,79839,Rented,22,Business,2036-10-12,2036-09-11,62784,0,0.95,0.81,False,True,False,True,False
125587,440429,170018,1121.71,175.92,55951,63920,Self-employed,Single,93258,Rented,45,Business,2036-10-13,2036-09-12,129353,0,0.24,0.72,False,True,True,True,False
98877,477833,288220,686.54,601.64,105663,5631,Self-employed,Divorced,58628,Rented,28,Education,2036-10-14,2036-09-13,291849,0,0.09,0.48,False,False,True,False,False
303066,354341,446711,1967.37,299.94,116906,64090,Self-employed,Married,28658,Owned,44,Car,2036-10-15,2036-09-14,346120,0,1.5,0.39,False,False,False,True,True
437564,450949,406975,2661.69,874.23,69847,81842,Unemployed,Divorced,53873,Parental,39,Home,2036-10-16,2036-09-15,328430,0,-1.24,0.06,True,True,True,True,False
245520,67946,180512,2522.98,613.92,41874,82297,Salaried,Divorced,83194,Rented,57,Business,2036-10-17,2036-09-16,194140,0,1.15,0.58,False,False,False,False,False
488875,353132,399799,3632.2,502.16,137558,6731,Self-employed,Married,91654,Parental,34,Education,2036-10-18,2036-09-17,394949,0,0.13,1.0,True,False,False,True,False
89013,422279,266037,3252.67,689.26,49537,92403,Unemployed,Single,75812,Parental,23,Car,2036-10-19,2036-09-18,201123,0,0.97,0.35,False,False,True,False,False
393599,59778,125994,4385.06,596.43,84176,43189,Unemployed,Married,62158,Parental,50,Business,2036-10-20,2036-09-19,66085,0,-0.47,0.9,False,True,True,True,True
203977,74574,100688,4997.24,673.2,107799,26828,Salaried,Married,97782,Rented,61,Home,2036-10-21,2036-09-20,314470,0,-2.52,0.74,False,False,True,False,False
62122,405009,253424,4863.53,309.78,42543,78245,Unemployed,Married,59438,Parental,21,Education,2036-10-22,2036-09-21,111415,0,-0.42,0.01,True,True,False,False,False
414161,163247,412474,2740.77,403.91,88626,33696,Self-employed,Divorced,84763,Parental,49,Car,2036-10-23,2036-09-22,317392,0,0.67,0.58,False,True,True,True,True
236396,243115,113095,3180.06,728.5,51182,75944,Unemployed,Married,57464,Owned,49,Business,2036-10-24,2036-09-23,395578,0,0.45,0.2,False,False,False,True,True
389459,142646,192724,2431.8,887.2,44120,7559,Salaried,Divorced,38627,Parental,22,Car,2036-10-25,2036-09-24,336236,0,0.04,0.87,False,False,False,False,False
444557,119502,395005,1269.73,414.06,71570,28286,Self-employed,Married,83713,Parental,51,Business,2036-10-26,2036-09-25,141224,0,0.2,0.33,False,False,False,False,False
374827,170382,88094,4883.62,567.33,84057,70417,Salaried,Single,96427,Rented,36,Car,2036-10-27,2036-09-26,298431,0,-0.73,0.83,False,False,False,True,True
205803,222142,66695,3850.06,830.09,112541,49132,Self-employed,Single,65534,Parental,56,Education,2036-10-28,2036-09-27,206522,0,-0.89,0.02,True,True,False,False,True
125568,356692,464401,2391.32,612.64,36613,55648,Salaried,Single,99408,Owned,21,Education,2036-10-29,2036-09-28,213149,0,-0.75,0.9,True,True,True,False,True
259173,142717,66566,1135.49,523.81,76757,48150,Self-employed,Single,22865,Rented,36,Car,2036-10-30,2036-09-29,220129,0,-0.36,0.65,False,False,True,True,False
151274,385238,261516,3345.52,114.3,130130,11158,Unemployed,Single,22075,Parental,53,Business,2036-10-31,2036-09-30,108988,0,1.23,0.63,False,True,False,True,False
288673,173136,218504,2039.89,693.45,85445,50743,Self-employed,Divorced,97501,Owned,47,Education,2036-11-01,2036-10-01,346354,0,0.45,0.34,True,False,False,False,True
423742,291545,370939,726.26,855.27,53629,47128,Salaried,Divorced,88988,Rented,52,Business,2036-11-02,2036-10-02,332513,0,-1.86,0.67,True,True,True,False,False
463923,175523,268841,4565.03,585.54,55778,96874,Salaried,Divorced,69897,Rented,38,Home,2036-11-03,2036-10-03,135013,0,0.63,0.36,True,True,False,True,False
187735,429526,309905,4195.38,739.86,12889,4574,Self-employed,Married,51601,Parental,35,Business,2036-11-04,2036-10-04,94840,0,-0.41,0.46,False,False,False,False,False
139867,173589,273197,1631.72,341.9,87777,65167,Self-employed,Divorced,45094,Owned,57,Home,2036-11-05,2036-10-05,75162,0,0.08,0.58,True,True,True,False,True
112033,215790,169296,4265.92,794.32,100168,81777,Salaried,Single,55884,Owned,22,Home,2036-11-06,2036-10-06,196829,0,-0.88,0.69,False,True,False,True,True
173430,154361,167673,2734.66,684.01,89046,34935,Self-employed,Divorced,50767,Owned,30,Education,2036-11-07,2036-10-07,277999,0,-0.24,0.51,False,True,False,True,True
389151,104905,58845,1014.22,322.61,35217,51121,Salaried,Divorced,71928,Rented,53,Business,2036-11-08,2036-10-08,229055,0,-1.16,0.36,True,True,True,False,False
437339,138823,124915,1457.24,311.53,37961,57946,Unemployed,Divorced,51761,Rented,64,Business,2036-11-09,2036-10-09,383034,0,-0.33,0.24,True,True,False,True,True
477885,291193,174421,4719.37,530.43,107119,38442,Salaried,Divorced,43536,Parental,37,Home,2036-11-10,2036-10-10,40260,0,-1.23,0.33,False,False,True,True,True
438511,81524,390299,4900.51,760.21,110686,64521,Self-employed,Divorced,10939,Parental,31,Home,2036-11-11,2036-10-11,175185,1,0.38,0.95,False,True,False,True,False
352975,379318,223394,2795.08,816.88,73464,42392,Salaried,Married,69323,Parental,64,Business,2036-11-12,2036-10-12,383133,0,-1.88,0.49,False,True,True,False,True
227842,281562,121195,4685.84,322.92,103375,35264,Self-employed,Married,61808,Owned,34,Education,2036-11-13,2036-10-13,200745,0,-1.12,0.93,True,False,False,False,False
181003,220869,144230,4831.16,436.04,81625,97869,Unemployed,Divorced,64110,Parental,49,Business,2036-11-14,2036-10-14,361592,0,-0.27,0.63,True,True,True,True,True
117448,73911,271001,1710.61,768.04,139111,8360,Self-employed,Married,18591,Rented,55,Education,2036-11-15,2036-10-15,209172,0,-1.28,0.47,False,False,False,True,True
306508,323355,376598,3065.1,572.36,94874,78860,Unemployed,Divorced,41259,Rented,59,Home,2036-11-16,2036-10-16,96386,0,-1.91,0.12,True,False,False,True,True
419889,359739,57233,847.97,704.45,57680,30132,Salaried,Married,41249,Parental,31,Home,2036-11-17,2036-10-17,29368,0,-0.97,0.98,False,False,True,False,True
460839,320924,49187,4324.06,397.91,28390,47803,Salaried,Divorced,84878,Rented,38,Business,2036-11-18,2036-10-18,222427,0,-1.19,0.39,True,False,False,True,True
57712,368373,88164,1664.17,464.74,146407,38189,Unemployed,Divorced,37899,Parental,31,Education,2036-11-19,2036-10-19,74175,0,0.77,0.44,False,True,True,False,False
75260,58077,349710,1959.11,621.16,11933,35833,Self-employed,Divorced,33726,Rented,60,Car,2036-11-20,2036-10-20,144765,0,-0.18,0.74,False,True,True,False,False
171611,437631,93686,3429.31,465.76,144953,33615,Salaried,Divorced,33872,Rented,33,Business,2036-11-21,2036-10-21,399994,0,-1.76,0.47,True,False,True,True,True
466621,486116,461957,3840.01,796.58,78253,28798,Self-employed,Married,66151,Rented,62,Home,2036-11-22,2036-10-22,21279,1,-0.37,0.52,True,True,True,False,True
367125,497639,310539,2316.56,276.11,134679,64388,Unemployed,Married,65153,Rented,46,Car,2036-11-23,2036-10-23,307231,0,1.59,0.68,True,True,True,False,True
171638,248343,63550,1992.3,349.79,49110,30888,Unemployed,Single,37294,Parental,53,Education,2036-11-24,2036-10-24,211435,0,-0.08,0.84,False,False,False,False,True
383069,238449,248701,756.95,532.05,119317,62554,Self-employed,Divorced,46249,Rented,22,Education,2036-11-25,2036-10-25,344332,0,-1.24,0.1,False,False,False,False,False
256803,202585,160963,4654.3,393.25,52241,48955,Salaried,Single,87088,Owned,34,Business,2036-11-26,2036-10-26,67175,0,-0.05,0.37,False,False,False,False,True
287012,183101,285512,4447.15,464.78,89209,80012,Self-employed,Divorced,85051,Parental,31,Car,2036-11-27,2036-10-27,35481,0,0.73,0.34,True,False,True,False,False
427077,156331,212290,3870.19,652.78,142408,26570,Unemployed,Single,93139,Owned,29,Home,2036-11-28,2036-10-28,98599,0,-0.96,0.3,False,True,True,False,False
174386,418740,237944,3175.64,760.75,85455,50352,Self-employed,Married,13384,Rented,50,Business,2036-11-29,2036-10-29,236334,0,0.1,0.54,False,False,True,True,False
440249,283213,181565,1287.54,786.93,102483,16717,Salaried,Married,88724,Parental,55,Business,2036-11-30,2036-10-30,394262,0,0.79,0.25,True,True,True,True,False
403867,240188,41680,4096.91,773.6,54542,42465,Salaried,Married,70765,Owned,28,Home,2036-12-01,2036-10-31,22642,0,-0.31,0.6,False,False,False,False,False
388973,176758,303447,3508.0,796.56,67562,97632,Self-employed,Married,12229,Parental,56,Business,2036-12-02,2036-11-01,264704,0,-1.11,0.07,False,True,False,True,True
268615,114958,204756,534.8,773.37,145810,66191,Self-employed,Single,26155,Parental,40,Home,2036-12-03,2036-11-02,86712,0,-0.07,0.24,True,True,True,False,False
446734,291750,331642,1541.83,377.74,131981,97439,Self-employed,Married,84499,Rented,61,Education,2036-12-04,2036-11-03,141883,0,-0.79,0.16,False,True,False,True,True
127693,443115,352837,2404.79,180.85,52290,56896,Unemployed,Single,34760,Owned,62,Car,2036-12-05,2036-11-04,97766,0,-0.91,0.48,False,False,False,True,False
348177,138582,159511,1952.45,96.55,61806,36009,Self-employed,Married,91049,Owned,31,Business,2036-12-06,2036-11-05,167333,0,-0.21,0.47,False,True,True,False,False
135372,400123,375869,4254.27,320.9,19627,93579,Unemployed,Divorced,69907,Owned,27,Education,2036-12-07,2036-11-06,22437,1,0.15,0.33,True,True,True,False,False
351268,179573,108162,637.81,774.78,128160,60871,Salaried,Divorced,96423,Owned,61,Home,2036-12-08,2036-11-07,191704,0,0.44,0.55,False,False,False,False,True
119305,100583,71838,2041.84,277.97,34807,40009,Unemployed,Married,40872,Owned,34,Business,2036-12-09,2036-11-08,385381,0,0.98,0.57,False,False,True,False,False
